Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTFGM,ATFGM,FGM
E0,26/12/09,West Ham,Portsmouth,2,0,H,1,0,H,L Probert,13,11,5,7,10,19,6,4,0,3,0,0,23,0,23
E0,26/12/09,Wigan,Blackburn,1,1,D,0,1,A,M Clattenburg,14,8,8,3,10,18,6,2,1,4,0,0,53,30,30
E0,27/12/09,Arsenal,Aston Villa,3,0,H,0,0,D,P Dowd,19,7,12,3,14,18,10,4,1,3,0,0,65,0,65
E0,27/12/09,Hull,Man United,1,3,A,0,1,A,A Wiley,12,19,6,11,13,17,5,6,0,2,0,0,59,45,45
E0,28/12/09,Blackburn,Sunderland,2,2,D,0,0,D,M Dean,21,13,11,8,6,20,4,4,1,4,0,0,53,52,52
E0,28/12/09,Chelsea,Fulham,2,1,H,0,1,A,A Marriner,18,3,11,3,9,13,10,6,1,1,0,0,73,4,4
E0,28/12/09,Everton,Burnley,2,0,H,0,0,D,H Webb,24,12,16,9,7,18,10,6,1,5,0,1,83,0,83
E0,28/12/09,Stoke,Birmingham,0,1,A,0,0,D,M Atkinson,12,9,6,5,15,13,10,7,2,3,0,0,0,50,50
E0,28/12/09,Tottenham,West Ham,2,0,H,1,0,H,C Foy,21,3,9,2,9,14,9,3,2,3,0,0,11,0,11
E0,28/12/09,Wolves,Man City,0,3,A,0,1,A,M Jones,11,12,6,5,16,11,8,3,3,2,0,0,0,33,33
E0,29/12/09,Aston Villa,Liverpool,0,1,A,0,0,D,L Probert,11,12,7,9,13,11,8,10,1,1,0,0,0,90,90
E0,29/12/09,Bolton,Hull,2,2,D,1,0,H,P Dowd,16,12,6,7,14,18,8,8,1,2,0,0,20,71,20
E0,30/12/09,Man United,Wigan,5,0,H,3,0,H,L Mason,23,11,16,6,6,11,7,3,0,1,0,0,28,0,28
E0,30/12/09,Portsmouth,Arsenal,1,4,A,0,2,A,A Wiley,10,14,6,10,14,3,2,10,2,0,0,0,74,28,28
E0,01/05/2010,Stoke,Fulham,3,2,H,3,0,H,M Clattenburg,11,14,9,7,13,7,8,10,1,0,0,0,12,61,12
E0,01/09/2010,Arsenal,Everton,2,2,D,1,1,D,P Walton,6,9,5,5,10,11,6,8,1,1,0,0,28,12,12
E0,01/09/2010,Birmingham,Man United,1,1,D,1,0,H,M Clattenburg,6,14,5,10,10,13,2,12,2,1,0,1,39,63,39
E0,01/11/2010,Man City,Blackburn,4,1,H,2,0,H,C Foy,12,8,6,3,6,10,4,3,1,1,0,0,7,71,7
E0,16/01/10,Chelsea,Sunderland,7,2,H,4,0,H,C Foy,23,7,13,3,4,10,15,1,0,1,0,0,8,56,8
E0,16/01/10,Everton,Man City,2,0,H,2,0,H,A Marriner,13,8,6,4,14,14,11,3,0,0,0,0,36,0,36
E0,16/01/10,Man United,Burnley,3,0,H,0,0,D,L Probert,24,11,11,5,12,7,7,1,0,0,0,0,64,0,64
E0,16/01/10,Stoke,Liverpool,1,1,D,0,0,D,L Mason,6,4,5,3,14,10,10,0,1,2,0,0,90,57,57
E0,16/01/10,Wolves,Wigan,0,2,A,0,0,D,H Webb,9,20,4,14,14,16,4,3,4,3,1,1,0,60,60
E0,17/01/10,Blackburn,Fulham,2,0,H,1,0,H,K Friend,11,14,7,9,14,9,3,6,1,3,0,0,25,0,25
E0,17/01/10,Bolton,Arsenal,0,2,A,0,1,A,P Dowd,12,14,6,9,13,5,2,4,1,2,0,0,0,28,28
E0,20/01/10,Arsenal,Bolton,4,2,H,1,2,A,A Wiley,20,7,14,4,16,17,9,3,1,2,0,0,43,7,7
E0,20/01/10,Liverpool,Tottenham,2,0,H,1,0,H,H Webb,13,7,5,5,11,17,2,3,2,3,0,0,5,0,5
E0,23/01/10,Man United,Hull,4,0,H,1,0,H,S Bennett,25,8,15,4,6,10,12,8,1,1,0,0,8,0,8
E0,26/01/10,Bolton,Burnley,1,0,H,1,0,H,M Atkinson,14,10,6,5,12,11,4,7,3,2,0,0,35,0,35
E0,26/01/10,Portsmouth,West Ham,1,1,D,0,0,D,A Marriner,14,12,8,4,16,9,6,4,3,1,0,0,76,52,52
E0,26/01/10,Tottenham,Fulham,2,0,H,1,0,H,M Dean,13,9,7,6,11,16,11,3,1,1,0,0,27,0,27
E0,27/01/10,Blackburn,Wigan,2,1,H,1,0,H,L Mason,13,13,7,8,20,13,5,6,3,1,0,0,20,58,20
E0,27/01/10,Chelsea,Birmingham,3,0,H,2,0,H,S Bennett,25,5,17,3,11,8,8,3,0,0,0,0,5,0,5
E0,27/01/10,Everton,Sunderland,2,0,H,2,0,H,P Dowd,11,5,7,3,10,19,3,8,0,1,0,0,7,0,7
E0,30/01/10,Birmingham,Tottenham,1,1,D,0,0,D,S Attwell,12,21,6,12,12,8,5,8,4,2,0,0,90,69,69
E0,30/01/10,Burnley,Chelsea,1,2,A,0,1,A,P Dowd,5,16,3,9,12,12,2,9,1,1,0,0,50,27,27
E0,30/01/10,Fulham,Aston Villa,0,2,A,0,2,A,L Mason,15,9,8,6,10,15,9,3,0,2,0,0,0,40,40
E0,30/01/10,Hull,Wolves,2,2,D,1,0,H,M Dean,8,13,4,4,15,10,4,7,2,0,0,0,11,49,11
E0,30/01/10,Liverpool,Bolton,2,0,H,1,0,H,S Bennett,13,4,6,1,12,10,11,3,1,3,0,0,37,0,37
E0,30/01/10,Wigan,Everton,0,1,A,0,0,D,L Probert,10,10,4,7,19,10,4,7,0,2,0,0,0,84,84
E0,31/01/10,Arsenal,Man United,1,3,A,0,2,A,C Foy,18,11,7,5,9,12,8,5,1,0,0,0,80,33,33
E0,31/01/10,Man City,Portsmouth,2,0,H,2,0,H,M Atkinson,13,10,6,4,9,14,10,7,1,3,0,0,40,0,40
E0,02/02/2010,Hull,Chelsea,1,1,D,1,1,D,M Clattenburg,7,21,3,11,9,12,6,8,1,3,0,0,30,42,30
E0,02/03/2010,Fulham,Portsmouth,1,0,H,0,0,D,A Taylor,14,12,9,8,12,12,5,5,0,1,0,0,74,0,74
E0,02/06/2010,Burnley,West Ham,2,1,H,1,0,H,H Webb,8,20,4,11,15,13,3,5,2,1,0,0,14,81,14
E0,02/06/2010,Hull,Man City,2,1,H,1,0,H,P Dowd,8,17,4,11,14,14,4,8,2,4,0,0,31,59,31
E0,02/06/2010,Liverpool,Everton,1,0,H,0,0,D,M Atkinson,9,6,4,3,11,23,8,8,3,3,1,1,55,0,55
E0,02/06/2010,Man United,Portsmouth,5,0,H,2,0,H,L Mason,21,7,8,5,9,11,12,1,1,4,0,0,40,0,40
E0,02/06/2010,Stoke,Blackburn,3,0,H,2,0,H,S Bennett,15,9,11,4,13,20,12,7,2,3,0,1,8,0,8
E0,02/06/2010,Sunderland,Wigan,1,1,D,0,1,A,S Attwell,11,14,8,6,12,14,2,3,4,5,0,0,64,20,20
E0,02/07/2010,Birmingham,Wolves,2,1,H,0,1,A,L Probert,15,12,10,5,12,18,11,4,5,3,0,0,80,42,42
E0,02/07/2010,Chelsea,Arsenal,2,0,H,2,0,H,M Dean,9,14,3,6,11,14,4,8,2,2,0,0,8,0,8
E0,02/09/2010,Fulham,Burnley,3,0,H,2,0,H,C Foy,16,10,12,3,9,9,6,2,1,0,0,0,23,0,23
E0,02/09/2010,Man City,Bolton,2,0,H,1,0,H,M Jones,8,11,4,5,8,18,6,3,0,2,0,0,31,0,31
E0,02/09/2010,Portsmouth,Sunderland,1,1,D,0,1,A,K Friend,12,7,6,2,10,15,8,4,3,1,1,2,90,12,12
E0,02/09/2010,Wigan,Stoke,1,1,D,1,0,H,A Marriner,16,10,11,6,12,7,9,5,2,3,0,0,14,74,14
E0,02/10/2010,Arsenal,Liverpool,1,0,H,0,0,D,H Webb,11,9,6,7,19,13,3,6,3,2,0,0,72,0,72
E0,02/10/2010,Aston Villa,Man United,1,1,D,1,1,D,P Walton,10,12,6,6,9,10,1,7,0,1,0,1,19,23,19
E0,02/10/2010,Blackburn,Hull,1,0,H,1,0,H,L Probert,20,7,10,4,14,13,6,6,1,3,0,1,16,0,16
E0,02/10/2010,Everton,Chelsea,2,1,H,1,1,D,A Wiley,7,14,5,5,13,15,5,6,1,2,0,0,33,17,17
E0,02/10/2010,West Ham,Birmingham,2,0,H,1,0,H,M Dean,13,9,10,4,12,9,3,6,1,2,0,0,45,0,45
E0,02/10/2010,Wolves,Tottenham,1,0,H,1,0,H,M Clattenburg,8,10,4,4,15,10,5,7,2,1,0,0,27,0,27
E0,16/02/10,Stoke,Man City,1,1,D,0,0,D,A Wiley,8,9,5,3,21,14,3,3,3,3,1,0,72,85,72
E0,20/02/10,Arsenal,Sunderland,2,0,H,1,0,H,S Bennett,16,6,10,4,8,10,7,1,1,5,0,0,27,0,27
E0,20/02/10,Everton,Man United,3,1,H,1,1,D,H Webb,11,11,7,5,12,10,4,12,5,1,0,0,19,16,16
E0,20/02/10,Portsmouth,Stoke,1,2,A,1,0,H,M Dean,15,14,12,7,10,10,7,7,2,1,0,1,35,50,35
E0,20/02/10,West Ham,Hull,3,0,H,1,0,H,M Atkinson,20,7,12,3,13,12,9,2,1,1,0,1,3,0,3
E0,20/02/10,Wolves,Chelsea,0,2,A,0,1,A,K Friend,11,7,7,2,12,14,1,5,0,1,0,0,0,40,40
E0,21/02/10,Aston Villa,Burnley,5,2,H,1,1,D,S Attwell,15,13,8,10,5,12,9,5,0,3,0,0,32,10,10
E0,21/02/10,Blackburn,Bolton,3,0,H,1,0,H,C Foy,12,10,7,7,15,12,8,3,0,1,0,0,41,0,41
E0,21/02/10,Fulham,Birmingham,2,1,H,0,1,A,P Dowd,11,9,6,6,9,16,3,1,1,1,0,0,59,3,3
E0,21/02/10,Wigan,Tottenham,0,3,A,0,1,A,A Wiley,8,13,7,12,17,13,3,2,3,4,0,0,0,27,27
E0,23/02/10,Man United,West Ham,3,0,H,1,0,H,A Wiley,12,10,9,4,10,12,6,7,0,1,0,0,38,0,38
E0,27/02/10,Birmingham,Wigan,1,0,H,1,0,H,A Taylor,10,11,5,2,16,18,2,7,1,3,0,0,45,0,45
E0,27/02/10,Bolton,Wolves,1,0,H,1,0,H,A Marriner,16,6,9,4,10,6,7,11,0,2,0,0,45,0,45
E0,27/02/10,Burnley,Portsmouth,1,2,A,1,1,D,M Clattenburg,14,13,8,5,12,13,4,3,1,2,0,1,31,25,25
E0,27/02/10,Chelsea,Man City,2,4,A,1,1,D,M Dean,23,8,13,6,21,12,3,2,3,1,2,0,42,45,42
E0,27/02/10,Stoke,Arsenal,1,3,A,1,1,D,P Walton,4,17,3,11,12,7,3,6,0,1,1,0,8,32,8
E0,28/02/10,Liverpool,Blackburn,2,1,H,2,1,H,A Wiley,12,12,6,7,10,22,4,5,1,5,0,0,20,40,20
E0,28/02/10,Tottenham,Everton,2,1,H,2,0,H,S Bennett,13,14,9,10,9,18,6,9,1,4,0,0,11,55,11
E0,03/06/2010,Arsenal,Burnley,3,1,H,1,0,H,C Foy,20,8,11,5,5,12,8,2,0,4,0,0,34,50,34
E0,03/06/2010,West Ham,Bolton,1,2,A,0,2,A,L Probert,18,15,8,7,13,21,6,3,2,5,0,1,88,10,10
E0,03/06/2010,Wolves,Man United,0,1,A,0,0,D,P Walton,12,15,6,6,9,8,2,4,2,1,0,0,0,73,73
E0,03/07/2010,Everton,Hull,5,1,H,2,1,H,L Mason,18,7,10,4,12,21,4,1,0,1,0,0,17,32,17
E0,03/08/2010,Wigan,Liverpool,1,0,H,1,0,H,A Marriner,12,11,4,3,15,14,4,7,1,5,0,0,35,0,35
E0,03/09/2010,Portsmouth,Birmingham,1,2,A,0,2,A,M Jones,11,10,8,6,12,13,5,6,1,2,0,0,90,16,16
E0,03/09/2010,Sunderland,Bolton,4,0,H,1,0,H,S Bennett,12,7,7,2,14,10,2,7,2,2,0,1,1,0,1
E0,03/10/2010,Burnley,Stoke,1,1,D,0,1,A,H Webb,10,8,3,3,12,10,4,4,2,0,0,0,52,23,23
E0,13/03/10,Birmingham,Everton,2,2,D,1,2,A,L Probert,7,13,4,11,10,11,5,4,1,1,0,0,26,19,19
E0,13/03/10,Bolton,Wigan,4,0,H,1,0,H,M Dean,8,13,6,7,20,13,3,6,1,2,0,0,10,0,10
E0,13/03/10,Burnley,Wolves,1,2,A,0,1,A,S Bennett,22,7,11,3,10,21,11,6,1,4,0,0,73,26,26
E0,13/03/10,Chelsea,West Ham,4,1,H,1,1,D,M Clattenburg,22,4,15,2,13,10,11,1,0,1,0,0,16,30,16
E0,13/03/10,Hull,Arsenal,1,2,A,1,1,D,A Marriner,7,18,2,9,16,13,2,8,2,2,1,0,28,14,14
E0,13/03/10,Tottenham,Blackburn,3,1,H,1,0,H,H Webb,14,10,7,7,12,7,5,6,0,0,0,0,45,80,45
E0,14/03/10,Man United,Fulham,3,0,H,0,0,D,M Jones,33,8,19,5,7,11,11,1,1,1,0,0,46,0,46
E0,14/03/10,Sunderland,Man City,1,1,D,1,0,H,C Foy,12,13,7,9,12,10,3,7,2,4,0,0,9,90,9
E0,15/03/10,Liverpool,Portsmouth,4,1,H,3,0,H,S Attwell,23,7,12,3,10,15,8,4,0,2,0,0,26,88,26
E0,16/03/10,Wigan,Aston Villa,1,2,A,1,1,D,S Bennett,10,18,6,10,10,14,7,8,2,1,0,0,27,25,25
E0,20/03/10,Arsenal,West Ham,2,0,H,1,0,H,M Atkinson,9,8,5,4,7,24,4,2,1,4,1,0,5,0,5
E0,20/03/10,Aston Villa,Wolves,2,2,D,1,2,A,M Clattenburg,11,7,3,4,10,12,7,5,1,2,0,0,16,23,16
E0,20/03/10,Everton,Bolton,2,0,H,0,0,D,A Wiley,18,6,11,4,12,17,6,3,1,1,0,1,72,0,72
E0,20/03/10,Portsmouth,Hull,3,2,H,1,1,D,P Dowd,18,9,10,5,7,8,11,1,1,0,0,0,37,27,27
E0,20/03/10,Stoke,Tottenham,1,2,A,0,0,D,M Dean,8,16,4,9,7,9,6,7,2,2,1,0,64,46,46
E0,20/03/10,Sunderland,Birmingham,3,1,H,2,0,H,P Walton,11,21,9,14,8,8,7,10,0,1,0,0,5,60,5
E0,20/03/10,Wigan,Burnley,1,0,H,0,0,D,M Jones,21,13,11,8,10,15,5,3,1,3,0,0,90,0,90
E0,21/03/10,Blackburn,Chelsea,1,1,D,0,1,A,S Bennett,8,14,4,8,10,9,3,11,0,1,0,0,70,6,6
E0,21/03/10,Fulham,Man City,1,2,A,0,2,A,L Probert,10,14,4,9,8,9,4,2,0,0,0,0,75,7,7
E0,21/03/10,Man United,Liverpool,2,1,H,1,1,D,H Webb,10,4,5,2,10,15,1,2,2,3,0,0,12,5,5
E0,23/03/10,West Ham,Wolves,1,3,A,0,1,A,P Dowd,17,5,10,4,9,24,8,5,0,2,0,0,90,28,28
E0,24/03/10,Aston Villa,Sunderland,1,1,D,1,1,D,M Dean,11,10,4,5,5,7,6,7,0,0,0,0,30,22,22
E0,24/03/10,Blackburn,Birmingham,2,1,H,1,0,H,M Clattenburg,9,8,7,5,18,10,5,6,2,1,0,0,5,55,5
E0,24/03/10,Man City,Everton,0,2,A,0,1,A,P Walton,12,10,5,7,11,10,7,4,3,2,0,0,0,33,33
E0,24/03/10,Portsmouth,Chelsea,0,5,A,0,1,A,L Mason,10,20,6,11,11,11,1,6,3,2,0,0,0,32,32
E0,27/03/10,Birmingham,Arsenal,1,1,D,0,0,D,H Webb,7,13,3,8,13,13,3,6,3,2,0,0,90,81,81
E0,27/03/10,Bolton,Man United,0,4,A,0,1,A,M Atkinson,14,13,10,8,14,15,11,6,0,0,0,0,0,38,38
E0,27/03/10,Chelsea,Aston Villa,7,1,H,2,1,H,P Walton,13,7,11,5,12,5,8,6,3,2,0,0,15,29,15
E0,27/03/10,Hull,Fulham,2,0,H,1,0,H,C Foy,7,12,4,9,11,15,6,8,2,4,0,0,16,0,16
E0,27/03/10,Tottenham,Portsmouth,2,0,H,2,0,H,K Friend,16,8,8,3,5,9,11,2,0,1,0,0,27,0,27
E0,27/03/10,West Ham,Stoke,0,1,A,0,0,D,A Marriner,17,12,7,7,14,17,6,7,0,2,0,0,0,69,69
E0,28/03/10,Burnley,Blackburn,0,1,A,0,1,A,M Dean,7,12,3,5,15,12,7,2,3,2,0,0,0,20,20
E0,28/03/10,Liverpool,Sunderland,3,0,H,2,0,H,P Dowd,25,7,16,2,11,9,9,2,0,1,0,0,3,0,3
E0,29/03/10,Man City,Wigan,3,0,H,0,0,D,S Attwell,10,9,8,3,12,13,3,4,3,2,0,1,72,0,72
E0,04/03/2010,Arsenal,Wolves,1,0,H,0,0,D,A Marriner,23,3,13,2,10,13,10,4,0,2,0,1,90,0,90
E0,04/03/2010,Bolton,Aston Villa,0,1,A,0,1,A,M Jones,14,13,10,9,13,14,6,8,2,0,0,0,0,11,11
E0,04/03/2010,Burnley,Man City,1,6,A,0,5,A,A Wiley,14,20,7,14,5,8,6,7,0,0,0,0,71,4,4
E0,04/03/2010,Man United,Chelsea,1,2,A,0,1,A,M Dean,9,11,3,5,14,11,3,3,3,1,0,0,81,20,20
E0,04/03/2010,Stoke,Hull,2,0,H,1,0,H,L Probert,9,5,3,3,12,12,3,2,3,2,0,0,6,0,6
E0,04/03/2010,Sunderland,Tottenham,3,1,H,2,0,H,L Mason,11,12,10,9,16,15,6,6,2,0,0,0,1,72,1
E0,04/04/2010,Birmingham,Liverpool,1,1,D,0,0,D,M Atkinson,8,16,3,8,14,9,5,4,2,1,0,0,56,47,47
E0,04/04/2010,Everton,West Ham,2,2,D,1,0,H,H Webb,10,10,5,5,7,17,2,8,2,3,0,0,24,60,24
E0,04/04/2010,Fulham,Wigan,2,1,H,0,1,A,M Clattenburg,7,12,5,7,11,10,6,3,1,2,0,0,47,34,34
E0,04/10/2010,Hull,Burnley,1,4,A,1,1,D,M Atkinson,11,9,4,7,19,14,6,1,5,1,0,0,3,35,3
E0,04/10/2010,West Ham,Sunderland,1,0,H,0,0,D,M Jones,10,9,6,7,12,20,2,7,1,3,0,0,51,0,51
E0,04/11/2010,Man City,Birmingham,5,1,H,3,1,H,P Dowd,17,5,8,3,12,9,8,4,0,3,0,0,38,42,38
E0,13/04/10,Chelsea,Bolton,1,0,H,1,0,H,L Probert,18,7,8,2,13,22,5,2,1,4,0,0,43,0,43
E0,14/04/10,Aston Villa,Everton,2,2,D,0,1,A,M Atkinson,10,13,7,10,11,9,7,6,2,2,0,0,72,23,23
E0,14/04/10,Tottenham,Arsenal,2,1,H,1,0,H,M Clattenburg,13,19,10,11,13,10,4,6,3,1,0,0,10,85,10
E0,17/04/10,Blackburn,Everton,2,3,A,0,1,A,A Marriner,15,11,10,4,15,10,4,2,3,2,0,0,69,4,4
E0,17/04/10,Man City,Man United,0,1,A,0,0,D,M Atkinson,8,13,5,3,8,12,7,5,2,1,0,0,0,90,90
E0,17/04/10,Stoke,Bolton,1,2,A,1,0,H,S Attwell,11,13,5,8,10,5,5,1,1,2,0,0,13,85,13
E0,17/04/10,Sunderland,Burnley,2,1,H,2,0,H,H Webb,16,9,11,4,14,17,3,3,3,2,0,0,25,82,25
E0,17/04/10,Tottenham,Chelsea,2,1,H,2,0,H,P Dowd,20,9,10,6,7,14,13,4,2,4,0,1,15,90,15
E0,18/04/10,Portsmouth,Aston Villa,1,2,A,1,1,D,L Probert,16,12,12,9,5,10,7,6,0,0,0,0,10,16,10
E0,18/04/10,Wigan,Arsenal,3,2,H,0,1,A,L Mason,16,11,11,8,15,13,8,3,2,1,0,0,80,41,41
E0,19/04/10,Liverpool,West Ham,3,0,H,2,0,H,P Walton,17,6,8,2,8,12,9,2,0,2,0,0,19,0,19
E0,21/04/10,Hull,Aston Villa,0,2,A,0,1,A,M Dean,14,11,10,5,8,7,11,9,2,2,0,0,0,13,13
E0,24/04/10,Bolton,Portsmouth,2,2,D,2,0,H,H Webb,14,13,10,6,16,13,12,5,1,1,0,0,26,54,26
E0,24/04/10,Hull,Sunderland,0,1,A,0,1,A,L Probert,14,10,8,5,12,17,3,6,1,3,1,1,0,7,7
E0,24/04/10,Man United,Tottenham,3,1,H,0,0,D,A Marriner,15,9,8,3,13,10,4,4,1,0,0,0,58,70,58
E0,24/04/10,West Ham,Wigan,3,2,H,2,1,H,A Wiley,9,12,7,10,9,10,4,5,1,2,0,0,31,4,4
E0,24/04/10,Wolves,Blackburn,1,1,D,0,1,A,M Clattenburg,14,12,5,8,9,8,4,4,0,1,0,0,81,28,28
E0,25/04/10,Aston Villa,Birmingham,1,0,H,0,0,D,M Atkinson,10,16,6,14,12,16,7,5,1,4,0,0,83,0,83
E0,25/04/10,Burnley,Liverpool,0,4,A,0,0,D,P Dowd,12,12,6,10,13,11,4,5,2,1,0,0,0,52,52
E0,25/04/10,Chelsea,Stoke,7,0,H,3,0,H,S Bennett,29,3,18,2,14,12,7,0,0,3,0,0,24,0,24
E0,25/04/10,Everton,Fulham,2,1,H,0,1,A,L Mason,15,8,9,6,7,12,9,3,0,1,0,0,49,36,36
E0,05/01/2010,Birmingham,Burnley,2,1,H,2,0,H,P Walton,13,12,4,7,11,10,6,8,2,1,0,0,29,87,29
E0,05/01/2010,Man City,Aston Villa,3,1,H,2,1,H,M Clattenburg,17,10,12,6,6,9,13,5,1,2,0,0,41,16,16
E0,05/01/2010,Portsmouth,Wolves,3,1,H,2,1,H,M Jones,12,18,8,11,10,13,7,9,0,1,0,0,20,35,20
E0,05/01/2010,Tottenham,Bolton,1,0,H,1,0,H,C Foy,25,11,12,7,11,10,11,7,0,3,0,0,38,0,38
E0,05/02/2010,Fulham,West Ham,3,2,H,1,0,H,A Marriner,5,7,3,5,10,14,9,3,0,0,0,0,45,61,45
E0,05/02/2010,Liverpool,Chelsea,0,2,A,0,1,A,A Wiley,7,15,2,11,7,7,9,5,1,2,0,0,0,33,33
E0,05/02/2010,Sunderland,Man United,0,1,A,0,1,A,S Bennett,10,14,2,9,10,9,9,4,3,2,0,0,0,28,28
E0,05/03/2010,Blackburn,Arsenal,2,1,H,1,1,D,M Atkinson,11,6,7,4,19,15,5,8,2,2,0,0,44,13,13
E0,05/03/2010,Wigan,Hull,2,2,D,1,1,D,P Dowd,13,6,7,3,11,14,8,1,2,0,0,0,30,42,30
E0,05/05/2010,Fulham,Stoke,0,1,A,0,0,D,P Walton,12,5,6,2,7,6,8,3,1,3,0,0,0,83,83
E0,05/05/2010,Man City,Tottenham,0,1,A,0,0,D,S Bennett,10,10,5,6,12,14,9,7,0,3,0,0,0,82,82
E0,05/09/2010,Arsenal,Fulham,4,0,H,3,0,H,M Jones,16,5,11,2,11,10,5,2,2,2,0,0,21,0,21
E0,05/09/2010,Aston Villa,Blackburn,0,1,A,0,0,D,S Bennett,16,9,12,3,14,12,11,5,2,1,0,0,0,84,84
E0,05/09/2010,Bolton,Birmingham,2,1,H,1,0,H,K Friend,14,10,8,5,14,17,3,6,2,5,0,0,33,77,33
E0,05/09/2010,Burnley,Tottenham,4,2,H,1,2,A,M Dean,16,16,12,11,9,8,5,6,0,0,0,0,42,3,3
E0,05/09/2010,Chelsea,Wigan,8,0,H,2,0,H,M Atkinson,17,4,10,3,14,9,2,3,2,2,0,1,6,0,6
E0,05/09/2010,Everton,Portsmouth,1,0,H,0,0,D,P Walton,21,10,13,4,12,11,14,1,0,0,0,0,90,0,90
E0,05/09/2010,Man United,Stoke,4,0,H,2,0,H,M Clattenburg,18,4,13,4,10,4,10,2,2,0,0,0,31,0,31
E0,05/09/2010,West Ham,Man City,1,1,D,1,1,D,H Webb,12,17,8,6,12,7,4,3,2,0,0,0,17,21,17
E0,05/09/2010,Wolves,Sunderland,2,1,H,1,1,D,L Mason,14,11,7,5,11,19,4,1,1,2,0,2,10,8,8
